Position,Track Name,Artist,Streams,date,region,spotify_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,Top_50_Appearnces
166.0,Bring U Down,Lil Nas X,739886,2019-06-21,global,3fsH9s00dbn9mSgUu7Yi9D,0.6759999999999999,0.511,9.0,-6.83,0.0,0.0449,0.0759,0.0,0.113,0.48200000000000004,120.05,0
171.0,Tú No Amas,Mambo Kingz,729254,2019-06-21,global,5J64qSSq0VZuh0CiI9o9Nq,0.8029999999999999,0.589,11.0,-5.888999999999999,1.0,0.0954,0.442,1.15e-06,0.634,0.562,140.05700000000002,0
185.0,Out The Mud,Lil Baby,704253,2019-06-21,global,2wZjsbwmWfNVslgV5afl1L,0.746,0.49700000000000005,1.0,-5.785,1.0,0.149,0.00944,8.6e-05,0.10099999999999999,0.25,160.05100000000002,0
191.0,C7osure (You Like),Lil Nas X,693616,2019-06-21,global,4no0eHn4fEB7tN1yZSXMma,0.847,0.742,8.0,-5.515,0.0,0.247,0.397,0.0,0.135,0.56,133.989,0
198.0,Make It Hot,Major Lazer,683935,2019-06-21,global,0QopfywHKJZH8bnt8Cj9qr,0.753,0.765,11.0,-4.648,1.0,0.0403,0.00279,0.025,0.696,0.49700000000000005,97.0,0
4.0,Old Town Road (feat. Billy Ray Cyrus) - Remix,Lil Nas X,4860946,2019-06-22,global,4O4HtthxTvVL1Z1PuDb7GX,0.878,0.619,6.0,-5.56,1.0,0.102,0.0533,0.0,0.113,0.639,136.041,3
8.0,Panini,Lil Nas X,3315665,2019-06-22,global,2pmhboG1a2XfDiTvMwO8sd,0.703,0.594,5.0,-6.146,0.0,0.0752,0.342,0.0,0.12300000000000001,0.475,153.84799999999998,3
14.0,Old Town Road,Lil Nas X,2525546,2019-06-22,global,2RegUmAI4EGqpXXx95rBMB,0.9059999999999999,0.52,1.0,-6.114,1.0,0.131,0.0461,1.8e-06,0.0985,0.516,136.0,3
26.0,Rodeo,Lil Nas X,1697836,2019-06-23,global,5MWOSsgPDm3aPvAHWghxxG,0.711,0.687,9.0,-5.606,1.0,0.0318,0.138,7.099999999999999e-05,0.465,0.6679999999999999,140.065,1
166.0,Post Malone (feat. RANI),Sam Feldt,667972,2019-06-24,global,0qc4QlcCxVTGyShurEv1UU,0.59,0.642,7.0,-3.87,1.0,0.122,0.0771,0.0,0.105,0.6509999999999999,107.35600000000001,0
28.0,Ransom,Lil Tecca,1794861,2019-06-26,global,1kBbgxAUc4HQv7cgIayIDH,0.745,0.642,7.0,-6.257000000000001,0.0,0.287,0.0204,0.0,0.0658,0.226,179.97400000000002,65
131.0,Don't Check On Me (feat. Justin Bieber & Ink),Chris Brown,792278,2019-06-27,global,3msKIQc0Yjuz3Zn39g3KLX,0.66,0.395,7.0,-5.242000000000001,1.0,0.0333,0.873,0.0,0.11199999999999999,0.6779999999999999,81.99700000000001,0
197.0,Cambio,Ozuna,630376,2019-06-27,global,3cg9A9GVyZAT2CPevqWr65,0.5479999999999999,0.542,11.0,-6.8389999999999995,0.0,0.139,0.27399999999999997,0.0,0.0967,0.649,174.043,0
3.0,Beautiful People (feat. Khalid),Ed Sheeran,5455913,2019-06-28,global,4evmHXcjt3bTUHD1cvny97,0.64,0.648,5.0,-8.113,0.0,0.187,0.124,0.0,0.0802,0.5479999999999999,92.977,14
11.0,QUE PRETENDES,J Balvin,2891186,2019-06-28,global,25ZAibhr3bdlMCLmubZDVt,0.639,0.7909999999999999,10.0,-4.4430000000000005,0.0,0.253,0.0275,0.0,0.36200000000000004,0.9390000000000001,92.603,88
23.0,LA CANCIÓN,J Balvin,2231378,2019-06-28,global,0fea68AdmYNygeTGI4RC18,0.754,0.6459999999999999,7.0,-5.795,1.0,0.317,0.152,1.85e-05,0.10800000000000001,0.429,176.08900000000003,190
25.0,No Guidance (feat. Drake),Chris Brown,2217389,2019-06-28,global,6XHVuErjQ4XNm6nDPVCxVX,0.696,0.45399999999999996,1.0,-6.756,0.0,0.153,0.12300000000000001,0.0,0.155,0.136,92.928,116
28.0,Higher Love,Kygo,2125893,2019-06-28,global,6oJ6le65B3SEqPwMRNXWjY,0.693,0.6779999999999999,8.0,-7.159,1.0,0.0324,0.0154,6.05e-06,0.10099999999999999,0.40399999999999997,103.95200000000001,118
30.0,Don't Check On Me (feat. Justin Bieber & Ink),Chris Brown,2070341,2019-06-28,global,7ILEWkpfdK6AjH2D7jppWk,0.6609999999999999,0.395,7.0,-5.242000000000001,1.0,0.0333,0.873,0.0,0.11199999999999999,0.679,82.02799999999999,8
32.0,MOJAITA,J Balvin,2006910,2019-06-28,global,71pEiUWwfDFiRO6RmFpnBf,0.45,0.8420000000000001,0.0,-3.602,1.0,0.102,0.0171,0.0,0.377,0.885,172.06900000000002,1
45.0,YO LE LLEGO,J Balvin,1666855,2019-06-28,global,0uIfrUwwg0Z7KTitul7E3T,0.785,0.792,9.0,-4.695,0.0,0.0641,0.0104,0.0,0.10400000000000001,0.528,155.036,1
58.0,UN PESO,J Balvin,1495387,2019-06-28,global,7hynhxDoDpgMIV12JuVtNa,0.627,0.675,5.0,-7.125,0.0,0.213,0.125,0.0,0.0784,0.961,79.31,0
63.0,CUIDAO POR AHÍ,J Balvin,1409074,2019-06-28,global,6SYSu569pfYdkDT9A5lZqi,0.845,0.813,4.0,-2.9789999999999996,0.0,0.077,0.111,0.0024100000000000002,0.174,0.586,90.98,0
72.0,ODIO,J Balvin,1298559,2019-06-28,global,7alOsNr36sJ8CyOEP4aILq,0.74,0.698,6.0,-3.838,0.0,0.0388,0.215,0.0,0.11599999999999999,0.529,139.99,0
76.0,Hate Me (with Juice WRLD),Ellie Goulding,1245297,2019-06-28,global,6kls8cSlUyHW2BUOkDJIZE,0.657,0.768,8.0,-4.628,1.0,0.0507,0.10800000000000001,0.0,0.14400000000000002,0.759,75.025,5
81.0,COMO UN BEBÉ,J Balvin,1224369,2019-06-28,global,7knLcYCOSaURD0d7HUULFM,0.825,0.807,6.0,-5.752999999999999,1.0,0.0949,0.0732,4.79e-06,0.138,0.816,103.053,0
90.0,ON OFF (feat. Maître Gims),SHIRIN DAVID,1136459,2019-06-28,global,554Ip3S1rbeES9TNWXGoK1,0.639,0.43700000000000006,9.0,-10.247,0.0,0.365,0.76,0.0,0.0676,0.72,105.15,0
109.0,Shot,Ufo361,984553,2019-06-28,global,7yosVOH7pRWrKANBDbsBqI,0.721,0.7859999999999999,7.0,-6.6370000000000005,1.0,0.0703,0.0348,0.00297,0.652,0.255,105.041,0
110.0,Pure Water (with Migos),Mustard,972783,2019-06-28,global,3j84U36KvLeXNDPv4t5pI8,0.682,0.5589999999999999,0.0,-5.545,1.0,0.127,0.174,0.0,0.344,0.13699999999999998,202.015,0
132.0,When I Grow Up,NF,881123,2019-06-28,global,0hWzB4dR1zwcokPvccww0k,0.8170000000000001,0.8140000000000001,2.0,-3.985,1.0,0.185,0.32,0.0,0.152,0.247,109.994,0
133.0,LOVE AGAIN,Daniel Caesar,876859,2019-06-28,global,2fhePAlCSsJplwkjqMYpVm,0.5529999999999999,0.441,5.0,-6.4110000000000005,1.0,0.0918,0.41,2.57e-06,0.107,0.525,76.988,0
151.0,Heartbeat (BTS World Original Soundtrack),BTS,807015,2019-06-28,global,5EgYDyMDCi8X0zDydTF7Rb,0.43700000000000006,0.716,5.0,-4.306,1.0,0.05,0.39,0.0,0.20800000000000002,0.307,170.09400000000002,0
155.0,Im Plus,Luciano,788694,2019-06-28,global,4HzB8cumQgivTBscS2b487,0.828,0.545,1.0,-8.31,1.0,0.365,0.134,0.0,0.259,0.741,152.069,0
166.0,SUPERPOSITION,Daniel Caesar,756271,2019-06-28,global,45PxuJqJBnPXZKLxoo9Apj,0.589,0.27899999999999997,4.0,-11.209000000000001,1.0,0.0408,0.9109999999999999,0.000128,0.087,0.33299999999999996,115.656,0
175.0,Si Supieras,Daddy Yankee,735569,2019-06-28,global,7MRU4vOkywuhZ9kbFiPuiu,0.691,0.894,9.0,-1.681,0.0,0.115,0.29100000000000004,0.0,0.10400000000000001,0.623,184.019,0
175.0,"Baguettes in the Face (feat. NAV, Playboi Carti & A Boogie Wit da Hoodie)",Mustard,685678,2019-06-29,global,2zjGJ0dChMR0KxBZS15aqo,0.883,0.525,2.0,-8.054,0.0,0.0633,0.18899999999999997,0.0,0.0971,0.312,99.978,0
178.0,Evoluiu,MC Kevin o Chris,682254,2019-06-29,global,0WhDotK0QXigmsrlw0DxKK,0.7759999999999999,0.465,7.0,-6.367999999999999,0.0,0.434,0.466,0.0,0.363,0.6940000000000001,149.829,0
194.0,Lençol Dobrado,João Gustavo e Murilo,647956,2019-06-29,global,5pRGXCDY0eT6R1QicAn7Uk,0.7070000000000001,0.664,2.0,-5.042,1.0,0.0382,0.361,0.0,0.331,0.674,124.991,0
59.0,Lalala,Y2K,1344921,2019-07-02,global,51Fjme0JiitpyXKuyQiCDo,0.843,0.391,2.0,-7.899,1.0,0.0845,0.18100000000000002,0.0,0.13699999999999998,0.496,129.972,173
197.0,Tap (feat. Meek Mill),NAV,628609,2019-07-02,global,5rU6kDNXZLXIinFezpbWbO,0.9009999999999999,0.6759999999999999,2.0,-7.0329999999999995,1.0,0.251,0.0646,0.0,0.0863,0.452,85.01799999999999,0
107.0,Party In The U.S.A.,Miley Cyrus,891598,2019-07-04,global,3E7dfMvvCLUddWissuqMwr,0.652,0.698,10.0,-4.667,0.0,0.042,0.00112,0.00011499999999999999,0.0886,0.47,96.021,0
156.0,Sweet Home Alabama,Lynyrd Skynyrd,702508,2019-07-04,global,7e89621JPkKaeDSTQ3avtg,0.596,0.605,7.0,-12.145,1.0,0.0255,0.18100000000000002,0.000331,0.0863,0.8859999999999999,97.79799999999999,0
174.0,Good As Hell,Lizzo,667370,2019-07-04,global,6uAm7pG66O1XesXS9bpHSF,0.684,0.905,0.0,-3.187,0.0,0.0765,0.285,0.0,0.525,0.49200000000000005,95.985,0
6.0,Goodbyes (Feat. Young Thug),Post Malone,4506758,2019-07-05,global,6vBdBCoOhKHiYDDOcorfNo,0.58,0.653,5.0,-3.818,1.0,0.0745,0.447,0.0,0.111,0.175,150.231,159
38.0,Best Part of Me (feat. YEBBA),Ed Sheeran,1718616,2019-07-05,global,5ug4vqGZ3eisGhY1IsziNX,0.565,0.242,2.0,-8.367,1.0,0.0318,0.762,9.3e-06,0.285,0.237,81.657,6
53.0,Under The Sun (with J. Cole & Lute feat. DaBaby),Dreamville,1464930,2019-07-05,global,6MF4tRr5lU8qok8IKaFOBE,0.691,0.64,0.0,-6.441,1.0,0.369,0.511,0.0,0.409,0.163,138.672,0
61.0,"Down Bad (feat. JID, Bas, J. Cole, EARTHGANG & Young Nudy)",Dreamville,1342812,2019-07-05,global,36J0iaPDGbYGsHvYpaYs3k,0.7609999999999999,0.586,0.0,-5.367999999999999,1.0,0.359,0.0392,0.0,0.0558,0.7190000000000001,149.804,0
75.0,HO PAURA DI USCIRE 2 - prod. Mace,MACHETE,1210522,2019-07-05,global,0nFCpnM7nistUWXRZpzOWM,0.838,0.853,4.0,-5.126,1.0,0.28300000000000003,0.168,0.0,0.545,0.6920000000000001,119.939,0
76.0,I Think I'm OKAY (with YUNGBLUD & Travis Barker),Machine Gun Kelly,1201377,2019-07-05,global,2gTdDMpNxIRFSiu7HutMCg,0.628,0.7440000000000001,7.0,-4.718,1.0,0.0379,0.0257,0.0,0.313,0.27699999999999997,119.921,0
80.0,BLOW (with Chris Stapleton & Bruno Mars),Ed Sheeran,1172551,2019-07-05,global,6EbduYTr62sSzvl36wWiFM,0.631,0.7959999999999999,1.0,-5.35,1.0,0.0401,0.000245,0.0115,0.38,0.596,92.469,0
95.0,"Costa Rica (with Bas & JID feat. Guapdad 4000, Reese LAFLARE, Jace, Mez, Smokepurpp, Buddy & Ski Mask The Slump God)",Dreamville,1069810,2019-07-05,global,5WnfnSpuNEGXyEt78PBA6d,0.642,0.647,7.0,-6.312,0.0,0.428,0.517,0.0,0.0649,0.664,120.749,0
97.0,YOSHI (feat. Fabri Fibra) - prod. Strage,MACHETE,1037075,2019-07-05,global,3Hh0ZcGIqIkSiJVZGLcVLx,0.7509999999999999,0.66,8.0,-6.24,1.0,0.348,0.228,0.0,0.0827,0.634,166.80900000000003,0
99.0,Instagram,Dimitri Vegas & Like Mike,1031732,2019-07-05,global,0U6bQIAh6MCGo1xjbIIx2S,0.765,0.9059999999999999,8.0,-2.097,0.0,0.0965,0.125,0.0,0.423,0.95,96.071,0
100.0,STAR WARS - prod. Young Miles - Crookers x Nic Sarno,MACHETE,1019964,2019-07-05,global,2umL0eO9N7iNxDay6i2rVi,0.789,0.767,0.0,-4.54,1.0,0.11900000000000001,0.146,0.0,0.0854,0.58,129.961,0
102.0,MARYLEAN (feat. Marracash) - prod. Low Kidd,MACHETE,1010866,2019-07-05,global,28fRkU3vhqAJdl9i9458pQ,0.722,0.6459999999999999,2.0,-6.742999999999999,0.0,0.31,0.0776,0.0,0.594,0.6609999999999999,136.955,0
117.0,MAMMASTOMALE (feat. Salmo) - prod. Dade,MACHETE,922287,2019-07-05,global,5nFX29WZIulql4m4ic0KRw,0.764,0.6659999999999999,2.0,-6.995,1.0,0.0828,0.0404,5.8399999999999997e-05,0.136,0.21600000000000003,139.976,0
119.0,Jetzt rufst du an,Loredana,908499,2019-07-05,global,5opjywL6TBjJRF22TcFDMo,0.6609999999999999,0.473,3.0,-7.285,1.0,0.136,0.33799999999999997,0.0,0.11,0.402,128.48,0
124.0,LamboTruck (with Cozz feat. REASON & Childish Major),Dreamville,895773,2019-07-05,global,1OS9fNE87zO4Z696lBXriv,0.6779999999999999,0.695,10.0,-5.3229999999999995,0.0,0.28600000000000003,0.0485,0.0,0.254,0.242,135.04399999999998,0
128.0,Milionària,ROSALÍA,877269,2019-07-05,global,2K3bjojp1sCLdMMoO5lJ2p,0.857,0.574,8.0,-6.441,1.0,0.41600000000000004,0.602,1.24e-06,0.0663,0.9059999999999999,116.008,0
139.0,NO WAY (feat. Nitro) - prod. Low Kidd,MACHETE,840870,2019-07-05,global,2gUn6S1SuuXK0BvypPKnir,0.7390000000000001,0.727,6.0,-7.072,0.0,0.32899999999999996,0.0344,0.0,0.6809999999999999,0.43,131.024,0
142.0,Wells Fargo (with JID & EARTHGANG feat. Buddy & Guapdad 4000) - Interlude,Dreamville,828744,2019-07-05,global,2gtFMLjQpCTGekMi4oXZxN,0.8,0.826,1.0,-3.198,1.0,0.107,0.0706,4.76e-06,0.18100000000000002,0.24100000000000002,148.02100000000002,0
146.0,BUD SPENCER - prod. Dade - Low Kidd - Salmo,MACHETE,811946,2019-07-05,global,46HYFOcfvg2W8a8FccaRvO,0.597,0.851,2.0,-6.039,1.0,0.555,0.39799999999999996,0.0,0.43799999999999994,0.8140000000000001,91.602,0
148.0,Proud,Marshmello,795841,2019-07-05,global,4YXKVaWzHaVyDq2pVS5cgR,0.521,0.716,0.0,-4.999,1.0,0.0364,0.0372,0.0,0.14800000000000002,0.12,77.562,0
150.0,IO PUO' (feat. Salmo) - prod. Low Kidd,MACHETE,788066,2019-07-05,global,2zVawCwOXmkr5pFw5O6MoB,0.581,0.6609999999999999,9.0,-7.715,1.0,0.45299999999999996,0.13699999999999998,0.0,0.115,0.326,108.25200000000001,0
154.0,"Oh Wow...Swerve (with J. Cole feat. Zoink Gang, KEY! & Maxo Kream)",Dreamville,777230,2019-07-05,global,7wxDKfgFtRTbupcG4xDhtj,0.509,0.703,1.0,-6.097,1.0,0.512,0.39,0.0,0.26899999999999996,0.301,174.25900000000001,0
166.0,Yallah Goodbye (feat. Gringo),Summer Cem,748194,2019-07-05,global,70zRDnEkOhVb51fZA13khd,0.875,0.738,7.0,-6.172000000000001,1.0,0.175,0.0215,0.023,0.11199999999999999,0.21,104.95299999999999,0
172.0,GANG! - prod. Strage,MACHETE,724491,2019-07-05,global,1ZCzbEj3F8SqqtKSupWaBo,0.7709999999999999,0.9570000000000001,1.0,-5.162000000000001,1.0,0.16,0.0375,0.0,0.262,0.52,125.053,0
175.0,"Swivel (with EARTHGANG) - From The Album ""Mirrorland""",Dreamville,719092,2019-07-05,global,03XfngWwNfhEjrnEga73Rg,0.507,0.545,2.0,-7.209,1.0,0.43,0.25,0.0,0.239,0.392,78.461,0
183.0,Sunset (with J. Cole feat. Young Nudy),Dreamville,704576,2019-07-05,global,3pZO6GoVPeSYDxxsH6vCdj,0.924,0.385,1.0,-7.0489999999999995,1.0,0.185,0.187,0.0,0.132,0.39,129.976,0
173.0,comethru,Jeremy Zucker,589661,2019-07-07,global,18uwL0vNUanqZH0ro2QcOP,0.795,0.17800000000000002,0.0,-11.991,1.0,0.0574,0.607,0.0,0.623,0.608,93.98200000000001,0
23.0,Summer Days (feat. Macklemore & Patrick Stump of Fall Out Boy),Martin Garrix,1957167,2019-07-10,global,40OMBMYRk5IQL6xCzGM0JA,0.6609999999999999,0.723,5.0,-6.976,0.0,0.0566,0.179,1.23e-05,0.14,0.316,113.77799999999999,43
191.0,Every Breath You Take,The Police,635696,2019-07-10,global,1JSTJqkT5qHq8MDJnJbRE1,0.82,0.452,1.0,-9.796,1.0,0.0348,0.5429999999999999,0.00294,0.0714,0.74,117.40100000000001,0
180.0,"SPIRIT - From Disney's ""The Lion King""",Beyoncé,658563,2019-07-11,global,1tC5WMSlsGDFfqnrquB1ty,0.44799999999999995,0.435,10.0,-8.102,1.0,0.039,0.00988,0.0,0.0964,0.0466,80.84899999999999,0
2.0,I Don't Care (with Justin Bieber),Ed Sheeran,6238667,2019-07-12,global,0hVXuCcriWRGvwMV1r5Yn9,0.7979999999999999,0.6759999999999999,6.0,-5.041,1.0,0.0442,0.0902,0.0,0.0894,0.843,101.956,220
3.0,Beautiful People (feat. Khalid),Ed Sheeran,6042828,2019-07-12,global,70eFcWOvlMObDhURTqT4Fv,0.64,0.647,5.0,-8.113999999999999,0.0,0.18600000000000003,0.124,0.0,0.0801,0.546,92.979,187
6.0,bad guy (with Justin Bieber),Billie Eilish,4672398,2019-07-12,global,3yNZ5r3LKfdmjoS3gkhUCT,0.67,0.45299999999999996,0.0,-11.265,1.0,0.295,0.252,0.33,0.11699999999999999,0.68,135.055,42
7.0,Antisocial (with Travis Scott),Ed Sheeran,4265602,2019-07-12,global,1DhRbox3xkceP64k3JeYfW,0.716,0.823,5.0,-5.313,0.0,0.0495,0.132,0.0,0.361,0.91,151.957,28
9.0,South of the Border (feat. Camila Cabello & Cardi B),Ed Sheeran,3941042,2019-07-12,global,4vUmTMuQqjdnvlZmAH61Qk,0.857,0.621,9.0,-6.376,0.0,0.0825,0.14800000000000002,0.0,0.0865,0.6679999999999999,97.98899999999999,95
10.0,Remember The Name (feat. Eminem & 50 Cent),Ed Sheeran,3539420,2019-07-12,global,0AtP8EkGPn6SwxKDaUuXec,0.852,0.6659999999999999,11.0,-6.922999999999999,0.0,0.184,0.135,0.0,0.7979999999999999,0.726,91.046,12
12.0,Cross Me (feat. Chance the Rapper & PnB Rock),Ed Sheeran,3250274,2019-07-12,global,4wuCQX7JvAZLlrcmH4AeZF,0.746,0.787,4.0,-6.372999999999999,1.0,0.12,0.212,0.0,0.0669,0.607,95.005,28
16.0,Best Part of Me (feat. YEBBA),Ed Sheeran,2718970,2019-07-12,global,0VsGaRXR5WAzpu51unJTis,0.565,0.243,2.0,-8.367,1.0,0.0317,0.758,8.82e-06,0.285,0.239,81.655,7
22.0,Take Me Back to London (feat. Stormzy),Ed Sheeran,2455247,2019-07-12,global,1AI7UPw3fgwAFkvAlZWhE0,0.885,0.762,8.0,-5.513,0.0,0.21600000000000003,0.21899999999999997,0.0,0.162,0.605,138.058,7
26.0,Nothing On You (feat. Paulo Londra & Dave),Ed Sheeran,2244550,2019-07-12,global,2qRN7PWiHRLprw4FpDeI9N,0.747,0.649,8.0,-6.218,1.0,0.218,0.33299999999999996,0.0,0.172,0.84,88.01100000000001,6
36.0,Feels (feat. Young Thug & J Hus),Ed Sheeran,1938656,2019-07-12,global,1Bdptrvb7nQkq8kCw3siE9,0.665,0.68,2.0,-4.898,1.0,0.29100000000000004,0.11199999999999999,0.0,0.096,0.69,91.667,2
37.0,BLOW (with Chris Stapleton & Bruno Mars),Ed Sheeran,1912375,2019-07-12,global,7hvO2qCwJVZxiyoA7c9i5d,0.631,0.7959999999999999,1.0,-5.35,1.0,0.0401,0.000245,0.0108,0.38,0.596,92.47,1
39.0,Put It All on Me (feat. Ella Mai),Ed Sheeran,1882708,2019-07-12,global,5T03itPFOPGGkvVPvPiyla,0.627,0.594,7.0,-8.306000000000001,1.0,0.0479,0.256,0.0,0.373,0.38799999999999996,101.007,1
46.0,1000 Nights (feat. Meek Mill & A Boogie Wit da Hoodie),Ed Sheeran,1751022,2019-07-12,global,4vIKzWqtn44umal5jXq4wE,0.778,0.589,8.0,-5.547999999999999,1.0,0.26899999999999996,0.467,0.0,0.0902,0.513,98.001,1
47.0,Way To Break My Heart (feat. Skrillex),Ed Sheeran,1702848,2019-07-12,global,5d1rmWWF1725tnYjq6rMDB,0.726,0.731,1.0,-6.297999999999999,0.0,0.159,0.11,3.45e-06,0.0928,0.43700000000000006,170.125,1
51.0,I Don't Want Your Money (feat. H.E.R.),Ed Sheeran,1648947,2019-07-12,global,3FHXUqaUer9o231Je1zxIN,0.46799999999999997,0.63,8.0,-6.5360000000000005,0.0,0.0843,0.31,0.0,0.13699999999999998,0.762,91.419,0
69.0,Zombie,Samra,1339620,2019-07-12,global,6fDC5DIa4bt6NbPZWR1yxM,0.565,0.604,2.0,-5.763999999999999,0.0,0.13,0.218,0.0,0.10400000000000001,0.32299999999999995,109.085,0
86.0,Old Town Road - Remix,Lil Nas X,1203057,2019-07-12,global,6jmZlyf9DxcIoRrjw02YXm,0.8909999999999999,0.503,6.0,-5.777,1.0,0.226,0.0576,0.0,0.0763,0.674,136.009,0
99.0,Thing For You (With Martin Solveig),David Guetta,1105479,2019-07-12,global,0IhTEIjFaRt3B2NQYf9azQ,0.774,0.723,2.0,-5.545,1.0,0.0496,0.0395,1.82e-05,0.1,0.769,121.057,0
116.0,Raffaello,Shindy,976310,2019-07-12,global,7GGhY0m7PZ408BYVXgXtjt,0.645,0.49,0.0,-9.198,1.0,0.105,0.191,1.42e-05,0.092,0.154,74.376,0
119.0,Can You Feel the Love Tonight,Beyoncé,962768,2019-07-12,global,1zSKtBze2IReYU44W0lDzd,0.337,0.331,5.0,-10.16,1.0,0.0385,0.657,0.0,0.085,0.35,103.20299999999999,0
139.0,Time - Edit,NF,867287,2019-07-12,global,68Vm2W4oURsPV3121vUZgB,0.665,0.703,8.0,-3.885,1.0,0.07,0.128,0.0,0.115,0.257,97.96799999999999,0
142.0,Harder (with Bebe Rexha),Jax Jones,850875,2019-07-12,global,5RgBnDtHKFHgtVdqabjGE3,0.9059999999999999,0.833,5.0,-3.0269999999999997,0.0,0.0729,0.0899,0.0,0.154,0.752,104.01700000000001,0
167.0,Wiggle It (feat. City Girls),French Montana,759762,2019-07-12,global,4vfsh1GHqHZtTlkusq9j5E,0.8059999999999999,0.76,1.0,-4.69,1.0,0.0465,0.0114,3.11e-05,0.126,0.5539999999999999,101.965,0
94.0,Ela,Reynmen,1065486,2019-07-13,global,2VUTPdW21gPVVTEmvdSwos,0.762,0.5770000000000001,8.0,-6.768,0.0,0.0521,0.406,0.0,0.0936,0.5329999999999999,130.08,0
157.0,Rebota - Remix,Guaynaa,737953,2019-07-13,global,3dWpRjCmaHbroNahuSeX11,0.885,0.857,0.0,-2.279,0.0,0.204,0.205,0.0,0.6709999999999999,0.818,90.025,0
200.0,Shotta Flow (Feat. Blueface) [Remix],NLE Choppa,644210,2019-07-13,global,67XyC1GdSkKb9sbRRkUDXS,0.894,0.511,2.0,-4.768,1.0,0.42,0.0251,0.0,0.14,0.568,120.08,0
183.0,I Love You 3000,Stephanie Poetri,588281,2019-07-14,global,5DuSzOxHDi1qZycpzIWyhO,0.648,0.382,6.0,-7.85,1.0,0.0396,0.9109999999999999,0.0,0.39299999999999996,0.408,90.09899999999999,0
197.0,Baila Conmigo (feat. Kelly Ruiz),Dayvi,573653,2019-07-14,global,4Clmg1g8n2yBYG13Z1oSdG,0.745,0.972,7.0,-3.5060000000000002,1.0,0.0774,0.00903,0.465,0.297,0.556,128.031,0
176.0,Por Eso Vine,Paulo Londra,666915,2019-07-15,global,5qN1G8fSHq4Sv5FRoOkNGu,0.76,0.6459999999999999,8.0,-5.048,0.0,0.433,0.233,0.0,0.0905,0.625,188.00900000000001,0
167.0,Homicide (feat. Eminem),Logic,694165,2019-07-16,global,7M2tXmeS15NAzEn7ABFeBg,0.6940000000000001,0.759,10.0,-5.667000000000001,0.0,0.39799999999999996,0.13699999999999998,0.0,0.16699999999999998,0.77,140.055,0
178.0,Dance Monkey,Tones And I,665742,2019-07-18,global,1rgnBhdG2JDFTbYkYRZAku,0.825,0.593,6.0,-6.401,0.0,0.0988,0.688,0.000161,0.17,0.54,98.07799999999999,535
196.0,All Day And Night,Jax Jones,633268,2019-07-18,global,5naYe7rLMZcLfO1DKg48MK,0.5670000000000001,0.765,1.0,-4.107,0.0,0.10800000000000001,0.317,0.0,0.14,0.541,121.92399999999999,0
16.0,How Do You Sleep?,Sam Smith,2468568,2019-07-19,global,6b2RcmUt1g9N9mQ3CbjX2Y,0.47700000000000004,0.682,1.0,-4.931,0.0,0.0925,0.153,0.0,0.0763,0.345,110.56700000000001,172
46.0,MOOD 4 EVA (feat. Oumou Sangaré),Beyoncé,1513805,2019-07-19,global,7oqftogUN82Q7VNy2TmTJW,0.608,0.7090000000000001,7.0,-6.175,1.0,0.374,0.11900000000000001,0.0,0.337,0.7090000000000001,105.742,1
52.0,China,Anuel AA,1419386,2019-07-19,global,2ksOAxtIxY8yElEWw8RhgK,0.7859999999999999,0.8079999999999999,7.0,-3.702,1.0,0.0882,0.0846,0.00028900000000000003,0.0822,0.609,105.027,199
69.0,BROWN SKIN GIRL,Blue Ivy,1196278,2019-07-19,global,0B3FovCVaGKS5w1FTidEUP,0.603,0.602,6.0,-7.082999999999999,1.0,0.23,0.049,0.0,0.27899999999999997,0.595,119.70299999999999,0
102.0,"Royalty (feat. Ky-Mani Marley, Stefflon Don & Vybz Kartel)",XXXTENTACION,993461,2019-07-19,global,0OTBOHjEaoqroFlfut1ZsH,0.919,0.5379999999999999,1.0,-6.15,1.0,0.24100000000000002,0.0243,0.0415,0.0956,0.597,124.95200000000001,0
112.0,I.F.L.Y.,Bazzi,944016,2019-07-19,global,4R9ATNRRl1uth17i5qDCc0,0.812,0.519,2.0,-4.823,1.0,0.0385,0.379,0.0,0.13,0.5539999999999999,104.954,0
113.0,"SPIRIT - From Disney's ""The Lion King""",Beyoncé,940201,2019-07-19,global,6ucmgsair6pvRYfwgvI6e0,0.23800000000000002,0.435,5.0,-8.096,1.0,0.0497,0.009559999999999999,0.0,0.0981,0.0447,78.797,0
116.0,Neptun,KC Rebell,931740,2019-07-19,global,3GmfHF5RUe6r5C9UbvIXQp,0.426,0.669,6.0,-7.154,0.0,0.0907,0.295,0.035,0.10800000000000001,0.0983,93.13600000000001,0
117.0,Baby,Quality Control,930435,2019-07-19,global,2nKYHpmwjLaEOXS3o7QMiz,0.97,0.46299999999999997,10.0,-7.2589999999999995,1.0,0.366,0.0957,0.0,0.151,0.46,108.00299999999999,0
152.0,On Time,Ufo361,798638,2019-07-19,global,4e3VIoNlhRV6seqSAerKtG,0.6990000000000001,0.509,7.0,-7.995,0.0,0.27,0.11599999999999999,2.95e-06,0.18,0.327,155.97,0
178.0,Mekanın Sahibi,Norm Ender,715768,2019-07-19,global,3loy88Lp5qoTHhL8GhRfVZ,0.893,0.63,8.0,-5.769,1.0,0.159,0.254,0.0,0.11599999999999999,0.434,123.029,0
